'Internacional';'Vitória';1;'Beira Rio';'19/abr 18:30';1;-;1;x;0
'Fluminense';'Figueirense';1;'Maracanã';'19/abr 18:30';1;-;3;x;0
'Chapecoense';'Coritiba';1;'Arena Condá';'19/abr 21:00';1;-;0;x;0
'Atlético-MG';'Corinthians';1;'João Havelange';'20/abr 16:00';1;-;0;x;0
'São Paulo';'Botafogo';1;'Morumbi';'20/abr 16:00';1;-;3;x;0
'Bahia';'Cruzeiro';1;'Fonte Nova';'20/abr 16:00';1;-;1;x;2
'Atlético-PR';'Grêmio';1;'Orlando Scarpelli';'20/abr 16:00';1;-;1;x;0
'Criciúma';'Palmeiras';1;'Heriberto Hülse';'20/abr 18:30';1;-;1;x;2
'Flamengo';'Goiás';1;'Mané Garrincha';'20/abr 18:30';1;-;0;x;0
'Santos';'Sport';1;'Vila Belmiro';'20/abr 18:30';1;-;1;x;1
'Coritiba';'Santos';1;'Couto Pereira';'26/abr 18:30';2;-;0;x;0
'Palmeiras';'Fluminense';1;'Pacaembu';'26/abr 21:00';2;-;0;x;1
'Corinthians';'Flamengo';1;'Pacaembu';'27/abr 16:00';2;-;2;x;0
'Vitória';'Atlético-PR';1;'Pituaçu';'27/abr 16:00';2;-;2;x;2
'Botafogo';'Internacional';1;'Maracanã';'27/abr 16:00';2;-;2;x;2
'Cruzeiro';'São Paulo';1;'João Havelange';'27/abr 16:00';2;-;1;x;1
'Goiás';'Criciúma';1;'Juscelino Kubitschek';'27/abr 18:30';2;-;1;x;0
'Sport';'Chapecoense';1;'Ilha do Retiro';'27/abr 18:30';2;-;2;x;1
'Figueirense';'Bahia';1;'Arena Barueri';'27/abr 18:30';2;-;0;x;2
'Grêmio';'Atlético-MG';1;'Arena do Grêmio';'27/abr 18:30';2;-;2;x;1
'São Paulo';'Coritiba';1;'Pacaembu';'03/mai 18:30';3;-;2;x;2
'Atlético-PR';'Cruzeiro';1;'Mané Garrincha';'03/mai 18:30';3;-;2;x;3
'Santos';'Grêmio';1;'Vila Belmiro';'03/mai 18:30';3;-;0;x;0
'Fluminense';'Vitória';1;'Maracanã';'03/mai 21:00';3;-;1;x;2
'Flamengo';'Palmeiras';1;'Maracanã';'04/mai 16:00';3;-;4;x;2
'Criciúma';'Figueirense';1;'Heriberto Hülse';'04/mai 16:00';3;-;1;x;0
'Bahia';'Botafogo';1;'Fonte Nova';'04/mai 16:00';3;-;1;x;0
'Internacional';'Sport';1;'Beira Rio';'04/mai 16:00';3;-;2;x;1
'Chapecoense';'Corinthians';1;'Arena Condá';'04/mai 18:30';3;-;0;x;1
'Atlético-MG';'Goiás';1;'Independência';'04/mai 18:30';3;-;0;x;1
'Palmeiras';'Goiás';1;'Pacaembu';'10/mai 18:30';4;-;2;x;0
'Internacional';'Atlético-PR';1;'Beira Rio';'10/mai 18:30';4;-;2;x;1
'Botafogo';'Criciúma';1;'Maracanã';'10/mai 21:00';4;-;6;x;0
'Atlético-MG';'Cruzeiro';1;'Independência';'11/mai 16:00';4;-;2;x;1
'Fluminense';'Flamengo';1;'Maracanã';'11/mai 16:00';4;-;2;x;0
'Chapecoense';'Grêmio';1;'Arena Condá';'11/mai 16:00';4;-;1;x;2
'São Paulo';'Corinthians';1;'Arena Barueri';'11/mai 16:00';4;-;1;x;1
'Bahia';'Vitória';1;'Fonte Nova';'11/mai 18:30';4;-;1;x;1
'Figueirense';'Santos';1;'Estádio do Café';'11/mai 18:30';4;-;0;x;2
'Coritiba';'Sport';1;'Couto Pereira';'11/mai 18:30';4;-;0;x;1
'Goiás';'Botafogo';1;'Mário Helênio';'14/mai 22:00';5;-;2;x;0
'Cruzeiro';'Coritiba';1;'Mineirão';'17/mai 18:30';5;-;3;x;2
'Corinthians';'Figueirense';1;'Arena Corinthians';'18/mai 16:00';5;-;0;x;1
'Atlético-PR';'Chapecoense';1;'Willie Davids';'18/mai 16:00';5;-;1;x;1
'Flamengo';'São Paulo';1;'Maracanã';'18/mai 16:00';5;-;0;x;2
'Grêmio';'Fluminense';1;'Arena do Grêmio';'18/mai 16:00';5;-;1;x;0
'Santos';'Atlético-MG';1;'Arena Pantanal';'18/mai 18:30';5;-;1;x;2
'Criciúma';'Internacional';1;'Heriberto Hülse';'18/mai 18:30';5;-;0;x;0
'Vitória';'Palmeiras';1;'Pituaçu';'18/mai 18:30';5;-;0;x;1
'Sport';'Bahia';1;'Ilha do Retiro';'04/jun 21:00';5;-;1;x;0
'Coritiba';'Internacional';1;'Couto Pereira';'21/mai 19:30';6;-;1;x;1
'Flamengo';'Bahia';1;'Moacyrzão';'21/mai 19:30';6;-;1;x;1
'Cruzeiro';'Sport';1;'Mineirão';'21/mai 21:00';6;-;2;x;0
'Criciúma';'Chapecoense';1;'Heriberto Hülse';'21/mai 21:00';6;-;1;x;0
'Corinthians';'Atlético-PR';1;'Canindé';'21/mai 22:00';6;-;1;x;1
'Grêmio';'Botafogo';1;'Alfredo Jaconi';'21/mai 22:00';6;-;2;x;1
'Fluminense';'São Paulo';1;'Maracanã';'21/mai 22:00';6;-;5;x;2
'Palmeiras';'Figueirense';1;'Fonte Luminosa';'22/mai 19:30';6;-;1;x;0
'Goiás';'Santos';1;'Serra Dourada';'22/mai 19:30';6;-;2;x;2
'Vitória';'Atlético-MG';1;'Jóia da Princesa';'22/mai 21:00';6;-;2;x;3
'Bahia';'Fluminense';1;'Arena Barueri';'24/mai 18:30';7;-;0;x;1
'São Paulo';'Grêmio';1;'Morumbi';'24/mai 21:00';7;-;1;x;0
'Figueirense';'Goiás';1;'Orlando Scarpelli';'25/mai 16:00';7;-;0;x;1
'Santos';'Flamengo';1;'Morumbi';'25/mai 16:00';7;-;0;x;0
'Sport';'Corinthians';1;'Ilha do Retiro';'25/mai 16:00';7;-;1;x;4
'Atlético-PR';'Coritiba';1;'Willie Davids';'25/mai 16:00';7;-;2;x;0
